wavelength	P1	P2	P3	P4	P5	P6	P7	P8	P9
1640	0.160307981884	0.151997632776	0.155617160731	0.143131416892	0.122793602382	0.170010229826	0.180268581794	0.150994183211	0.14197375859
1641	0.16070598304	0.152344969195	0.155994009898	0.143445772315	0.123086251559	0.17038961674	0.180651852935	0.151318313466	0.142316648625
1642	0.161068220261	0.152671899689	0.156347435991	0.143754627974	0.123366106575	0.170739476642	0.181008653131	0.151636943439	0.142638935694
1643	0.161407138819	0.152981060194	0.156673984735	0.144054750331	0.123636081489	0.171060802977	0.181342860746	0.15194792424	0.142941324683
1644	0.161732035704	0.153270632805	0.156994945853	0.14432942156	0.123899615694	0.17136115502	0.181654434045	0.152235028937	0.143226822278
1645	0.162036491009	0.153544790198	0.157312889392	0.144590983869	0.124155846069	0.171641422906	0.181941025206	0.152502072058	0.143496786294
1646	0.162328142327	0.153811324726	0.157610612784	0.144839463784	0.124392585214	0.171904969261	0.182212462992	0.15274847893	0.143753919036
1647	0.162610961592	0.154067344541	0.157890087494	0.14507085093	0.124616626551	0.172154746636	0.182477999281	0.15297607766	0.144001389738
1648	0.162882437129	0.154322579637	0.158153805219	0.145301329512	0.124837153272	0.172394401886	0.182737385378	0.15320243804	0.144249239161
1649	0.163149976714	0.154586074668	0.158405799078	0.145528809256	0.125048360235	0.172631243522	0.18298965756	0.153429966747	0.14449753277
1650	0.163413132635	0.154843848125	0.158661794446	0.14574504005	0.12525599111	0.172869294697	0.18323819636	0.153652048418	0.144744315943
1651	0.163669492092	0.155095205225	0.158919862783	0.14595754549	0.125463492207	0.173105591636	0.183488162676	0.153870638534	0.144994862566
1652	0.16392417179	0.155344797965	0.159169417253	0.146166147969	0.125656850353	0.173342956565	0.18375028532	0.154092244784	0.145240212688
1653	0.164177572725	0.155588938948	0.159414027989	0.146373651289	0.125840755215	0.173584324783	0.184024990485	0.154319517947	0.14547864545
1654	0.164410810122	0.155813349122	0.159632297536	0.146565787466	0.126012905084	0.17379919604	0.184276072444	0.15452142797	0.145693894924
1655	0.164640423267	0.156036904133	0.159840510713	0.146751491337	0.126183597237	0.174004366116	0.184515950519	0.154708453013	0.145895012749
1656	0.16485310275	0.156240496147	0.160043840971	0.146934761723	0.126354709555	0.174200055218	0.184730647761	0.154876273322	0.146082407782
1657	0.165050560696	0.156420592796	0.160238038109	0.147113948527	0.126522626685	0.174382305117	0.184922834923	0.155023218116	0.146260741341
1658	0.165244372626	0.156586645054	0.160415936102	0.147268492739	0.126672822285	0.174544075788	0.185100127614	0.155163441366	0.146425593481
1659	0.165428918058	0.156740003358	0.160580758799	0.147404375262	0.126807802021	0.174687241209	0.185257041483	0.155305130911	0.146575811395
1660	0.165609499609	0.156912980501	0.160756511926	0.147542309877	0.126943922348	0.174835655321	0.185415068773	0.155458998031	0.146734192797
1661	0.165760126598	0.157075114737	0.160915117638	0.147651181579	0.12705931768	0.174958481039	0.185549054206	0.155593157591	0.146876669582
1662	0.165879858452	0.157206822131	0.161053901895	0.147750861374	0.127157597255	0.175054971576	0.185664140555	0.155706534337	0.147000444306
1663	0.16597277129	0.157319626162	0.161173365493	0.14785020923	0.127241306193	0.175133824575	0.185765904408	0.155805608095	0.147105165532
1664	0.166054039393	0.157399718144	0.161259646206	0.147929868331	0.127301710409	0.175196490303	0.185853872775	0.155887534606	0.147180994603
1665	0.166129045751	0.157443202799	0.161318035169	0.147990312028	0.127340993962	0.175241855172	0.185926850525	0.155948367209	0.147233738571
1666	0.16618796533	0.1574867481	0.16136271032	0.148040954708	0.127379203566	0.175278645595	0.185982724951	0.155987503422	0.147279654468
1667	0.166226534917	0.157527700049	0.161389478248	0.148083755217	0.127417451841	0.175309951676	0.186020975445	0.15601004451	0.147320962322
1668	0.166254155106	0.157547105182	0.161398443539	0.148123125949	0.12745158758	0.175333929557	0.186046414252	0.156027548671	0.147356522909
1669	0.166276121534	0.15756239787	0.161401515904	0.148157819052	0.127483882656	0.17535043691	0.186065603127	0.156047119929	0.147385039145
1670	0.166292012052	0.157581433558	0.161405043845	0.148183779757	0.127504865364	0.175355532585	0.186070519351	0.156072033235	0.147409549299
1671	0.166306066687	0.157595932914	0.161409677704	0.14820584443	0.127517556535	0.17535744299	0.186069126478	0.156099361206	0.147436435189
