wavelength	P1	P2	P3	P4	P5	P6	P7	P8	P9
350	0.00517153418086	0.00385940420071	0.00491846816139	0.0138586962334	0.00695549583828	0.00535109876737	0.0121543353043	0.00470216897344	0.0107480025022
351	0.00513584630218	0.00387802216503	0.00491683314664	0.0138780501713	0.00694523494414	0.00533470713305	0.0121322610957	0.00476224933598	0.0107251359852
352	0.00510348198639	0.00389484708767	0.00491573274263	0.0138873607449	0.00693783224946	0.00532237630439	0.0121133524463	0.00481375602048	0.0107023218369
353	0.0050744412335	0.00390987896864	0.00491516694939	0.0138866279543	0.00693328775424	0.00531410628139	0.0120976093562	0.00485668902694	0.0106795600571
354	0.0050487240435	0.00392311780794	0.00491513576689	0.0138758517995	0.00693160145848	0.00530989706406	0.0120850318253	0.00489104835535	0.010656850646
355	0.0050263304164	0.00393456360557	0.00491563919515	0.0138550322804	0.00693277336218	0.0053097486524	0.0120756198536	0.00491683400572	0.0106341936034
356	0.00500726035219	0.00394421636153	0.00491667723416	0.0138241693971	0.00693680346534	0.00531366104639	0.0120693734411	0.00493404597805	0.0106115889294
357	0.0050060777998	0.00394579701816	0.00492723298783	0.0137642213886	0.00696482787508	0.00533490449093	0.0120592247142	0.00493171431164	0.0105966918608
358	0.00501510357803	0.00394120379083	0.00492680528869	0.0136949152078	0.00698638651265	0.0053499200225	0.0120663971167	0.00493414438018	0.0105700406347
359	0.00499507991699	0.00395008663446	0.00492648388767	0.0136263071627	0.00699524814329	0.0053462452508	0.0120778598739	0.00493648503432	0.0105409030438
360	0.00495568027111	0.00396937842709	0.00492383982242	0.0135656593674	0.00699498204692	0.00533011587447	0.0120964444198	0.00491472524794	0.0105151712665
361	0.00494202120136	0.00399426424424	0.00493078931162	0.0135435331758	0.00698473395648	0.00534660407282	0.0121076390412	0.00489913945431	0.0104878841359
362	0.0049364690799	0.00400996551656	0.00495407817449	0.0135212307322	0.00697284415307	0.00536490944397	0.012116377487	0.00488955113098	0.0104617305026
363	0.00490980392239	0.00402279946736	0.00497069741983	0.0134847077129	0.00696304655189	0.0053651066516	0.0121247285285	0.00488192054628	0.0104309959236
364	0.004879235626	0.00404644791192	0.00496688322825	0.0134538254439	0.00692783350277	0.00535471403246	0.0121313784913	0.00487613432244	0.0103959886503
365	0.0048675430884	0.0040601684832	0.00496722036187	0.0134409057066	0.00690339728263	0.00534535160821	0.0121397758593	0.00488244568231	0.0103686707311
366	0.00488963675722	0.00407739681385	0.00497183532592	0.0134424371785	0.00690044521592	0.00534347270545	0.0121374912371	0.00490438859195	0.0103562384569
367	0.00492156165135	0.00411326311087	0.00497907928339	0.0134416491132	0.0068903742168	0.00533509149938	0.0121192685083	0.00492405653517	0.0103471057011
368	0.00492824733641	0.0041301668333	0.00499307165573	0.0134339895435	0.00689257610554	0.0053446698892	0.0120992756641	0.00494338455548	0.0103374409354
369	0.00492792968171	0.00413023825902	0.00499130639119	0.0134234871285	0.00688537071159	0.00535139908451	0.0120779946713	0.00497051110178	0.0103240384951
370	0.00493329778486	0.00412939710575	0.00497299850241	0.0134161084544	0.00686092438374	0.00532109284454	0.0120676804841	0.00500357474289	0.0102973195119
371	0.00492836362385	0.00414457744786	0.00497223942701	0.0134033020391	0.00684644476242	0.00528746316584	0.012071018578	0.00501774347435	0.01027151827
372	0.00491307946163	0.00416709847846	0.00498385631166	0.0134027955416	0.00684647230938	0.00528821762484	0.0120878342547	0.0050193806616	0.0102526614408
373	0.00491361156892	0.00417892099241	0.00499354243914	0.0134132420354	0.00685508608618	0.00532221407561	0.012114781919	0.00501829228374	0.0102317661831
374	0.00492401314545	0.00417365867486	0.00500534937043	0.0133867583678	0.00685749863108	0.00533492619417	0.0121419465083	0.00501559294911	0.010212033021
375	0.00491571100099	0.00418252508772	0.00501235336271	0.0133477908581	0.00684973193293	0.00533324801272	0.0121710039163	0.00502605281964	0.0102050514635
376	0.00490079020998	0.00421104252302	0.00500904142405	0.0133242415355	0.00683634954186	0.00532666307495	0.0121987512354	0.00504820537979	0.0102030047404
377	0.0049113179608	0.00423283278561	0.0050137291193	0.013309196215	0.00682839128125	0.00530941124683	0.0122270324448	0.00506763164863	0.0102005641284
