Wavelength	ewt_exp00120.asd	ewt_exp00121.asd	ewt_exp00122.asd	ewt_exp00123.asd	ewt_exp00124.asd	ewt_exp00125.asd	ewt_exp00126.asd	ewt_exp00127.asd	ewt_exp00128.asd	ewt_exp00129.asd	ewt_exp00130.asd	ewt_exp00131.asd	ewt_exp00132.asd	ewt_exp00133.asd	ewt_exp00134.asd	ewt_exp00135.asd	ewt_exp00136.asd	ewt_exp00137.asd	ewt_exp00138.asd	ewt_exp00139.asd	ewt_exp00140.asd	ewt_exp00141.asd	ewt_exp00142.asd	ewt_exp00143.asd	ewt_exp00144.asd	ewt_exp00145.asd	ewt_exp00146.asd	ewt_exp00147.asd	ewt_exp00148.asd	ewt_exp00149.asd	ewt_exp00150.asd	ewt_exp00151.asd	ewt_exp00152.asd	ewt_exp00153.asd	ewt_exp00154.asd	ewt_exp00155.asd	ewt_exp00156.asd	ewt_exp00157.asd	ewt_exp00158.asd	ewt_exp00159.asd
360	1.94958719949422E-02	0.0192606985212	1.91601435161066E-02	0.019243421002243	1.87865319605107E-02	1.84851444216439E-02	1.84273394233273E-02	1.78505445112564E-02	1.83028556536031E-02	1.87202041611903E-02	1.88049756073175E-02	1.87327898062785E-02	1.85919780891935E-02	1.88426327011749E-02	1.88081120998589E-02	1.85307258054455E-02	0.018364297000652	1.80326996756292E-02	0.01789585556931	0.017797599363822	1.75323246035413E-02	1.74369711347688E-02	1.75819247926146E-02	1.75811507170028E-02	1.74864809221955E-02	1.73334010590599E-02	1.73151607134496E-02	0.017226701486912	1.71148188840478E-02	1.73233937084588E-02	1.71387286840401E-02	1.71168834456852E-02	1.73176237826972E-02	1.72636711736445E-02	1.69518910240471E-02	1.67276574222871E-02	1.66145997174754E-02	0.016632267413645	1.67848603569779E-02	 1.68189392991118E-02 
361	1.95216678314401E-02	1.93649691307431E-02	1.92058704856555E-02	1.93747606631326E-02	1.88502258479078E-02	1.85122416547211E-02	0.01844359910142	1.78773076321487E-02	1.83597715545902E-02	1.88254115019965E-02	0.018789520006592	1.86744178880243E-02	1.86907313148072E-02	0.01889880732573	0.018842302508637	1.84765656241938E-02	1.83636330414828E-02	1.80665775668935E-02	1.79063888228581E-02	1.78682563330786E-02	1.75316222730256E-02	1.75017200708235E-02	1.75381819131595E-02	1.76305153504782E-02	1.75750911347729E-02	1.72881736611507E-02	1.74201334365567E-02	1.72160978638895E-02	1.71960712380689E-02	0.017368636880069	1.72388054829951E-02	1.72613533064794E-02	1.73866639811346E-02	0.017170669065501	1.69758539121511E-02	1.68531147012206E-02	1.66263132470959E-02	1.67136835875608E-02	1.67710907947041E-02	 1.67503015667845E-02 
362	1.95472572560971E-02	1.94498945991961E-02	1.92513415443521E-02	1.94236928916632E-02	0.018975945153562	1.85960637925739E-02	1.85523008855906E-02	1.78971388250248E-02	1.84403663847493E-02	1.89128612484099E-02	1.87989273121815E-02	1.86680992650318E-02	1.87595359526461E-02	1.89482078102525E-02	1.88826214782779E-02	1.85183852948821E-02	1.84000751353675E-02	1.81414340973605E-02	1.79980635983245E-02	1.79099049997028E-02	1.75685115295678E-02	1.75746638941753E-02	1.75559642104061E-02	1.76876279723514E-02	1.76202118759483E-02	1.73622889914386E-02	1.75112922121664E-02	1.72543180363844E-02	1.72754299099536E-02	1.73502201072223E-02	1.73269853823665E-02	1.74072916430741E-02	1.73472259032735E-02	1.71860749870608E-02	1.69844805884999E-02	1.69104662548793E-02	1.67308341095447E-02	1.66914267112215E-02	1.67670752304923E-02	 1.67159863156396E-02 
363	1.95862487733679E-02	1.94414097096481E-02	1.92789293004508E-02	1.93807680626607E-02	1.90936491016664E-02	1.87000962933232E-02	1.86824248396404E-02	1.78817316193543E-02	1.84543900225855E-02	0.018894607428768	1.88089305397831E-02	1.87257402941096E-02	1.87396774338618E-02	1.89796755033394E-02	1.88805319939601E-02	1.85895205533507E-02	1.84485646727821E-02	1.81958429926024E-02	0.018093906299775	1.78927554589511E-02	1.76629603686689E-02	1.76077782686987E-02	1.76181063892723E-02	1.77662537379367E-02	1.75533271850525E-02	1.75006204667989E-02	1.74539082414973E-02	1.73468796018526E-02	1.73167299977686E-02	1.72705773897974E-02	1.73019158682996E-02	1.73950286664274E-02	1.72281965426905E-02	1.73041531501897E-02	1.69783088597521E-02	1.67841838614463E-02	0.016839064039888	1.65418956205213E-02	1.67954611447868E-02	 1.67574526334514E-02 
364	1.96134747216156E-02	1.93402094200561E-02	1.92299465321714E-02	1.93150873714662E-02	1.90062027005917E-02	1.86679840024664E-02	1.87051504884001E-02	1.79444168744885E-02	1.84800838485918E-02	1.88427767216827E-02	1.88867381556783E-02	1.87983301235028E-02	1.86871902480608E-02	1.89093708047332E-02	1.86860294889799E-02	1.85773682956375E-02	1.83858104491439E-02	1.81618141302758E-02	1.80297306551833E-02	1.79459730472038E-02	1.76818695806592E-02	1.76451472379427E-02	1.76817806456659E-02	1.77113052233852E-02	1.75718757570314E-02	1.74767902609599E-02	0.017339502235012	1.73162840814494E-02	1.73210312152394E-02	1.71810709588591E-02	1.72967589129724E-02	0.017259007098507	1.72719948877788E-02	1.73187482099859E-02	1.70112844406215E-02	1.67527804911708E-02	1.66675149764287E-02	1.66576013347414E-02	1.68031558499425E-02	 1.68190909367334E-02 
365	1.95715407742853E-02	1.92745777783444E-02	1.92183495795714E-02	1.92868955030433E-02	1.89065999986273E-02	1.86373966074663E-02	1.86062405179918E-02	1.79063070330706E-02	1.84317013608025E-02	1.88190856486739E-02	1.88268133159811E-02	0.018754501431519	1.86424605418805E-02	1.88837190884234E-02	1.86815800481863E-02	1.85555047417224E-02	1.83177090207625E-02	0.018104799262093	1.80420704409081E-02	1.79207897597015E-02	1.76292698569488E-02	1.76011154792186E-02	1.76279016956893E-02	1.76271613814138E-02	1.75390279862748E-02	1.74505711363258E-02	1.73012849561771E-02	1.72613999893058E-02	1.72039952794377E-02	1.71883107789454E-02	1.72112083165835E-02	0.017183642818839	1.73117280090818E-02	0.017263395380594	1.69511687124886E-02	1.67842741004131E-02	1.66056633897034E-02	1.67165078859026E-02	1.68081860490077E-02	 1.68037603924782E-02 
366	1.95028329068459E-02	1.92683426369796E-02	1.92453631835271E-02	1.92671418286043E-02	1.88530278435628E-02	1.86211423639163E-02	0.018488183471805	1.77942688040891E-02	1.83199350766061E-02	1.88310620928784E-02	1.86924207091945E-02	1.86547476089446E-02	1.86196910778318E-02	1.88955562401999E-02	0.018813904650808	1.85446412589268E-02	1.82923051910488E-02	1.80774974572187E-02	1.81208269868484E-02	1.78434714715392E-02	1.75420488171502E-02	1.75129107640156E-02	1.75109995807884E-02	0.017586550648595	0.017488157311779	0.017454047212273	1.73607779991502E-02	1.72320064046604E-02	0.017071640253226	1.72505770002437E-02	1.71078047028782E-02	1.72085938487943E-02	1.72873228970009E-02	1.72056535902354E-02	1.68538769218252E-02	1.68075049526656E-02	1.66806869227664E-02	0.016667977323197	1.67768625562265E-02	 1.67379848040897E-02 
367	0.019518304359227	1.92806294685887E-02	1.92440017403736E-02	1.91681080678025E-02	1.88304284124434E-02	1.85603103263596E-02	1.85401899816694E-02	1.77687127466765E-02	1.82202104400822E-02	1.88497585267973E-02	1.87224460937322E-02	1.86902823686806E-02	1.86170014998377E-02	1.88432971869376E-02	0.018752966342386	1.85389498437492E-02	1.83292892805594E-02	1.81301551925723E-02	1.81034387334759E-02	1.78511208221933E-02	1.74890436264918E-02	0.017500382517956	1.75056279735424E-02	1.76514619994784E-02	1.75575032090715E-02	1.74484779172993E-02	1.74633395768897E-02	1.72571717271448E-02	1.71586452126377E-02	1.72272914703367E-02	1.71539407089752E-02	1.72794369817537E-02	0.01719786335205	1.72479374341989E-02	1.68981906007551E-02	1.67140690236405E-02	1.66994934600232E-02	1.66208118815268E-02	1.66471748342424E-02	 1.67330031150421E-02 
368	1.95722688534203E-02	1.93714047193562E-02	0.019405102121665	1.92529753373744E-02	1.89351096828816E-02	1.85884846482468E-02	1.85798593555565E-02	1.79363622453419E-02	1.83308326580693E-02	1.89177519683042E-02	1.87752110783732E-02	0.01878969409095	1.87443543180459E-02	0.018899124401563	1.88153726977374E-02	1.86220883915357E-02	1.84609649046642E-02	1.81768863554913E-02	1.81487038621239E-02	1.79200630255451E-02	1.76201372266867E-02	1.76353555469982E-02	1.76593148652083E-02	1.77093523333031E-02	1.76753564712474E-02	1.74756380693678E-02	1.74713712402318E-02	1.73567582335866E-02	1.72004747287249E-02	1.73064663473037E-02	0.017238868059945	1.72356477126209E-02	1.72793937491484E-02	1.73389417893221E-02	1.69391601552364E-02	1.67570632309247E-02	1.67805975514161E-02	1.66966454672356E-02	1.67901329976747E-02	 1.67858003975196E-02 
369	1.96072295111774E-02	1.94376972319418E-02	1.94893753634365E-02	1.93847439340422E-02	1.90660397167343E-02	1.86640383379368E-02	0.018567496618961	1.80126362124367E-02	1.84932837294906E-02	1.89688384358739E-02	1.87842240279403E-02	1.88814175362217E-02	0.018821745031346	0.018967523223221	1.88810823773997E-02	1.87036992528039E-02	0.018518981001586	1.82050700782077E-02	1.81555491927472E-02	1.79764731802104E-02	1.77396939892695E-02	0.017731891232543	1.77346862422855E-02	1.77020915085176E-02	1.77085705863577E-02	1.75034157823828E-02	0.017432403053475	1.74416456423701E-02	1.72359346584222E-02	1.73698922504195E-02	0.017289000531897	1.71882172487611E-02	1.74157598816878E-02	1.73678864728987E-02	1.69739129253353E-02	1.68483920791553E-02	1.68488701609509E-02	1.67946806073607E-02	1.69346009759339E-02	 0.016818163806369 
370	1.95871050186647E-02	1.93967246193863E-02	1.92797098273523E-02	1.93763390272582E-02	1.90992489996732E-02	1.87190049902107E-02	1.85258675430863E-02	0.017752378529882	0.018504714838399	1.89344830953837E-02	1.87383784698016E-02	1.89140173350238E-02	1.86927189609279E-02	1.89362943200849E-02	1.87937746160942E-02	1.86858912092756E-02	1.83731925933556E-02	1.82345961879021E-02	0.018028439852552	1.79627734528821E-02	0.017648329001337	1.76179892436569E-02	1.75428759760411E-02	1.76324844016206E-02	1.75822540186003E-02	1.75009241977728E-02	0.017435964093522	1.74290667275931E-02	1.73404179499093E-02	1.72982180259803E-02	1.72695893209909E-02	1.72774795768557E-02	1.74396751712491E-02	1.72698509037042E-02	1.70273856504795E-02	1.68473313694833E-02	1.68248029534893E-02	1.67848955273194E-02	1.67783996651754E-02	 1.67733271334791E-02 
